entity_name,state,entity_type,individuals_affected,breach_date,breach_type,breach_location,business_associate,description,source,entity_type_raw,breach_type_raw,state_raw,breach_location_raw,year,month,quarter,day_of_week,year_month,severity,log_individuals,is_estimated,quality_flag
Marathon County Special Education,WI,Other,10079.0,2023-12-20,Hacking/IT Incident,Email,No,,under_investigation,Healthcare Provider,Hacking/IT Incident,WI,Email,2023,12,2023Q4,Wednesday,2023-12,High,9.21830854162536,False,
Help at Home ,IL,Other,1905.0,2022-06-17,Improper Disposal,Paper/Films,No,"The covered entity (CE), Help at Home, reported that records containing the protected health information (PHI) of 1,905 individuals were improperly disposed of in an unknown location. The PHI involved included names, addresses, dates of birth, drivers’ license and Social Security numbers, diagnoses, medications, and other treatment information. The CE notified HHS, the affected individuals, and the media. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards. Staff were retrained to better protect PHI.",archive,Healthcare Provider,Improper Disposal,IL,Paper/Films,2022,6,2022Q2,Friday,2022-06,Medium,7.552762084214147,False,
Rehabilitation Hospital of Northwest Ohio,OH,Other,3671.0,2024-03-29,Hacking/IT Incident,Network Server,Yes,"The covered entity (CE), Rehabilitation Hospital of Northwest Ohio, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 3,671 individuals. The PHI involved included names, dates of birth, Social Security and drivers’ license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",archive,Healthcare Provider,Hacking/IT Incident,OH,Network Server,2024,3,2024Q1,Friday,2024-03,Medium,8.20849175174038,False,
The Carle Foundation Hospital,IL,Other,1653.0,2019-08-22,Hacking/IT Incident,Email,No,"The Carle Foundation Hospital, the covered entity (CE), reported that several employees were victims of an email phishing scheme.  The email accounts contained the protected health information (PHI) of 1,672 individuals.  The PHI involved included names, dates of birth, diagnoses/conditions, and treatment information.  The CE notified HHS, affected individuals, and the media.  The CE immediately implemented technical safeguards and trained its staff on the proper methods of identifying fraudulent email communications.  OCR obtained assurances that the CE implemented the corrective actions noted.",archive,Healthcare Provider,Hacking/IT Incident,IL,Email,2019,8,2019Q3,Thursday,2019-08,Medium,7.410951875583635,False,
Health Plus Amerigroup,NY,Other,28187.0,2013-03-01,Theft,Portable Device,Yes,"The covered entity's (CE) business associate (BA), Health Plus Amerigroup, mailed an unencrypted compact disk that contained the electronic protected health information (ePHI) of 28,187 individuals to the CE, The Brookdale University Hospital and Medical Center.  OCR closed this breach report and consolidated into an existing breach report filed by OHP PHSP, Inc. regarding the same issues.",archive,Business Associate,Theft,NY,Other Portable Electronic Device,2013,3,2013Q1,Friday,2013-03,High,10.246651634446913,False,
Hillcrest Nursing Center,IL,Other,1030.0,2020-11-24,Unauthorized Access/Disclosure,EMR,No,"Hillcrest Nursing Center, the covered entity (CE), reported that a former employee impermissibly accessed its electronic medical records system containing the electronic protected health information (ePHI) of 1,030 individuals.  The ePHI involved included names, addresses, dates of birth, drivers’ license numbers, Social Security numbers, and treatment information.  The CE notified HHS, affected individuals, and the media.  In its mitigation efforts, the CE implemented additional administrative and technical safeguards to better protect its ePHI.",archive,Healthcare Provider,Unauthorized Access/Disclosure,IL,Electronic Medical Record,2020,11,2020Q4,Tuesday,2020-11,Medium,6.93828448401696,False,
Community Health Group ,CA,Other,824.0,2023-02-28,Hacking/IT Incident,Network Server,Yes,"Community Health Group, the covered entity (CE), reported that its business associate (BA) experienced a ransomware attack that affected the protected health information (PHI) of 824 individuals. The PHI involved included names, dates of birth, drivers’ license and Social Security numbers, state/tribal identification numbers, and medical information and health insurance information. The CE notified HHS; the BA notified affected individuals and the media. In response to the breach, the BA provided free credit monitoring and adopted additional technical security measures, revised policies and procedures, and implemented additional security training. During the investigation, OCR provided technical assistance.",archive,Health Plan,Hacking/IT Incident,CA,Network Server,2023,2,2023Q1,Tuesday,2023-02,Low,6.715383386334681,False,
"Mid Florida Primary Care, PA ",FL,Other,16435.0,2025-03-21,Hacking/IT Incident,Network Server,No,,under_investigation,Healthcare Provider,Hacking/IT Incident,FL,Network Server,2025,3,2025Q1,Friday,2025-03,High,9.7072293300033,False,
Southern New Mexico Neurosurgery LLC,NM,Other,11754.0,2019-10-14,Improper Disposal,EMR,No,"Southern New Mexico Neurosurgery, the covered entity (CE), reported that its former business associate (BA) continued to maintain its electronic protected health information (ePHI) on its server after the termination of the business relationship.  Additionally, the CE provided its BA with access to its ePHI without having a business associate agreement in place.  The ePHI involved included names, birthdates, addresses, claims information, and treatment information.  This breach affected approximately 11,754 individuals.  The CE notified HHS, affected individuals, and the media.  As a result of the breach, the CE filed a lawsuit against the BA to require the deletion of its ePHI.",archive,Healthcare Provider,Improper Disposal,NM,"Electronic Medical Record, Network Server",2019,10,2019Q4,Monday,2019-10,High,9.37203396097417,False,
Lutheran Community Services Northwest,WA,Other,756.0,2012-05-29,Theft,Desktop,No,"Two desktop computers and a USB drive were stolen during a break-in at the CE’s premises.  The devices contained the electronic protected health information (ePHI) of approximately 757 individuals.  The ePHI involved in the breach included phone numbers, email addresses, state identification card information, demographic, financial, clinical, diagnostic, and treatment information.  The CE installed new locks, added HIPAA policies and procedures, and encrypted all mobile devices.  As a result of OCR’s technical assistance, the CE revised policies and procedures, moved the back-up server offsite to a secure storage facility, and stopped saving ePHI to local computer drives.",archive,Healthcare Provider,Theft,WA,"Desktop Computer, Other Portable Electronic Device",2012,5,2012Q2,Tuesday,2012-05,Low,6.6293632534374485,False,
Mount Sinai Beth Israel,NY,Other,10793.0,2014-10-03,Theft,Portable Device,No,"Mount Sinai Beth Israel, the covered entity (the CE), reported the theft of an unencrypted laptop computer containing the protected health information (PHI) of 10,793 patients from the Department of Obstetrics/Gynecology on-call room.  The PHI consisted of demographic and clinical information.  The CE provided breach notification to HHS, the media, and the affected individuals.  Following the breach, the CE reported the theft to law enforcement, remotely changed the password on the stolen laptop, enhanced physical safeguards and retrained staff on privacy and security issues related to data security and encryption.  During the investigation, OCR obtained assurances that the CE implemented the corrective actions.  As a result of the investigation, the CE is expected to implement a corresponding risk management and remediation plan as identified in its risk analysis.  The CE is expected to implement a comprehensive policy and procedure for personally owned devices that have access to the CE’s electronic PHI to ensure that they are encrypted, tracked and monitored for encryption.",archive,Healthcare Provider,Theft,NY,Laptop,2014,10,2014Q4,Friday,2014-10,High,9.286745703178587,False,
